	ヶ
sub-pattern	サブパターン
sub-process	サブプロセス
sub-set	サブセット
sub-shell	サブシェル
sub-site	サブサイト
sub-society	サブソサイエティ
sub-system	サブシステム
subbank	サブバンク
subcenter	サブセンター
subchannel	サブチャネル
subclass	サブクラス
subcollection	サブコレクション
subcommand	サブコマンド
subcontractor	サブコン
subculture	サブカルチャー
subdirectory	サブディレクトリ
subdomain	サブドメイン
subdominant	サブドミナント
subdued	ボソリ
subfield	サブフィールド
subgroup	サブグループ
subhead	サブヘッド
subheading	サブヘッディング
subject	サブジェクト
subleader	サブリーダー
sublet	サブレット
subliminal	サブリミナル
submanager	サブマネージャー
submarine	サブマリン
submicron	サブミクロン
subnet	サブネット
subnetting	サブネッティング
subnetwork-connection	サブネットワークコネクション
subpath	サブパス
subpattern	サブパタン
subprime	サブプライム
subprogram	サブプログラム
subrange	サブレンジ
subroutine	サブルーチン
subscribe	サブスクライブ
subscriber	サブスクライバ
subscript	サブスクリプト
subscription	サブスクリプション
substance	サブスタンス
substitute	サブ
substitution	サブスティチューション
substring	サブストリング
subteen	サブティーン
subtitle	サブタイトル
subtopic	サブテーマ
subtrack	サブトラック
subtype	サブタイプ
subunit	サブユニット
subway	サブウェイ
subwoofer	サブウーハー
success	サクセス
sucrose	スクロース
suction	サクション
suddenly	ポタリ
suede	スエード
suet	スエット
suffix	サフィックス
suffragette	サフラジェット
suffragist	サフラジスト
sugar	シュガー
sugarcane	ウージ
sugarless	シュガーレス
suggest	サジェスト
suggestion	サジェスチョン
suit	スーツ
suitability	カッコ
suitably	ヨロピク
suitcase	スーツケース
suite	スィート
suits	メンズスーツ
sulfadiazine	サルファダイアジン
sulfaguanidine	スルファグアニジン
sulfamine	スルファミン
sulfanilamide	スルファニルアミド
sulfonamide	スルホンアミド
sulfur	サルファ
sulphanilamide	スルファニルアミド
sulphonamide	スルホンアミド
sulphur	サルファ
sulpyrine	スルピリン
sultan	サルタン
sum	サム
summarise	サマライズ
summarize	サマライズ
summary	サマリ
summer	サマー
summit	サミット
sun	サン
sunbeam	サンビーム
sunbird	タイヨウチョウ
sunblock	サンオイル
sunburn	サンバーン
sundae	サンデー
sundress	サンドレス
sunflower	サンフラワー
sunglasses	グラサン
sunny	サニー
sunrise	サンライズ
sunroof	サンルーフ
sunroom	サンルーム
sunscreen	サンオイル
sunset	サンセット
sunshade	サンシェード
sunshine	サンシャイン
sunstone	サンストーン
sunsuit	サンスーツ
suntan	サンタン
super	スーパ
super-	チョー
super-alloy	スーパーアロイ
super-calender	スーパーカレンダー
super-grapefruit	オロブロンコ
super-heterodyne	スーパーヘテロダイン
super-low	スーパーロー
super-size	スーパーサイズ
supercar	スーパーカー
supercharger	スーパーチャージャー
supercomputer	スーパーコンピュータ
superheterodyne	スーパ
superhighway	スーパーハイウェー
superimpose	スーパ
superjet	スーパージェット
superlady	スーパーレディー
superman	スーパーマン
supermarket	スーパ
supermini	スーパミニ
supermodel	スーパーモデル
supernetting	スーパーネッティング
supernova	スーパーノバ
superrealism	スーパーリアリズム
superscalar	スーパースカラー
superset	スーパセット
supersonic	スーパーソニック
superstar	スーパースター
superstation	スーパーステーション
superstore	スーパーストア
supertanker	スーパータンカー
supertitle	スーパータイトル
superviser	スーパーバイザ
supervision	スーパービジョン
supervisor	スーババイザ
superwoman	スーパーウーマン
supper	サパー
supplement	サプリ
supplicant	サプリカント
supplier	サプライア
supply	サプライ
support	サポート
support-ware	サポートウェア
supporter	サポータ
suppression	サプレス
suprematism	シュプレマティスム
surcharge	サーチャージ
surcoat	サーコート
sure	シュア
surely!	ピンポーン
surf	サーフ
surfboard	サーフボード
surfer	サーファー
surfing	サーフィン
surge	サージ
surgetank	サージタンク
surging	サージング
suricate	スリカータ
surnay	ズルナ
surplus	サープラス
surprise	サプライズ
surreal	シュール
surrealism	シュール
surrealist	シュールレアリスト
surround	サラウンド
surtitle	スーパータイトル
surveillance	ウォッチドッグ
survey	アンケート
surveyor	サーベイヤー
survival	サバイバル
suspend	サスペンド
suspenders	サスペンダー
suspense	サスペンス
suspension	サスペンション
sustain	サステイン
sustainability	サステイナビリティ
sustainable	サステイナブル
suzushirosou	スズシロソウ
swaging	スエージング
swallow	ツバメ
swan	スワン
swap	スワップ
swapping	スワッピング
swatch	スワッチ
sway	スウェー
sweat	スウェット
sweater	スエーター
sweatpants	スウェットパンツ
sweatshirt	スウェット
sweatsuit	スウェットスーツ
sweep	スイープ
sweeper	スィーパー
sweet	スィート
sweetgum	モミジバフウ
sweetheart	スイートハート
sweetie	スイーティー
sweets	キャンディ
swell	スウェル
swellfish	フグ
swiftlet	アナツバメ
swimfin	フリッパー
swimmer	スイマー
swimming	スイミング
swimsuit	スイムスーツ
swing	スイング
swinger	スインガー
swinging	スインギング
swish	シューシュー
switch	スィッチ
switch-hitter	スイッチヒッター
switchback	スイッチバック
switcher	スイッチャ
switching	スイッチング
swivel	スイバル
swizzle	スウィズル
sword	スベタ
swordfish	メカジキ
swordtail	ソードテール
syllable	シラブル
syllabus	シラバス
sylph	シルフ
symbol	シンボル
symbolic	シンボリック
symbolise	シンボライズ
symbolism	サンボリスム
symbolist	サンボリスト
symbolize	シンボライズ
symmetric	シンメトリック
symmetry	シンメトリー
sympathetic	シンパセティック
sympathiser	シンパ
sympathizer	シンパ
sympathy	シンパシー
symphony	シンフォニー
symphylan	コムカデ
symposium	シンポ
synagogue	シナゴーグ
synapse	シナプス
synapsis	シナプシス
sync	シンク
synchrocyclotron	シンクロサイクロトロン
synchroflash	シンクロフラッシュ
synchromesh	シンクロメッシュ
synchromism	シンクロミズム
synchronicity	シンクロニシティー
synchronise	シンクロ
synchronised	シンクロナイズド
synchronize	シンクロ
synchronized	シンクロナイズド
synchronous	シンクロナス
synchroscope	シンクロスコープ
synchrotron	シンクロトロン
syncopation	シンコペーション
syncretism	シンクレティズム
syndicalism	サンジカリスム
syndicalisme	サンディカリスム
syndicalist	サンジカリスト
syndicaliste	サンディカリスト
syndicate	シンジケート
syndrome	シンドローム
synectics	シネクティクス
synergy	シナジー
synonym	シノニム
synopsis	シノプシス
syntax	シンタクス
synthase	シンターゼ
synthesis	シンセシス
synthesiser	シンセ
synthesizer	シンセ
synthetase	シンテターゼ
synthetism	サンテティスム
synthpop	シンセポップ
syphilis	シフィリス
syringe	シリンジ
syrup	シラップ
sysop	シスオペ
system	システム
systematic	システマチック
systems	システムズ
systolic	シストリック
tab	タブ
tabla	タブラ
tablature	タブラチュア
table	ターフル
tableau	タブロー
tablet	タブレット
tabloid	タブロイド
taboo	タブー
tabulation	タブ
tabun	タブン
taccad	タシロイモ
tachinid	ヤドリバエ
tachistoscope	タキストスコープ
tachogenerator	タコジェネ
tachograph	タコグラフ
tachometer	タコメーター
tachymeter	タキメーター
tachyon	タキオン
tack	タック
tacking	タッキング
tackle	タックル
tacos	タコス
tactic	タクティック
tactics	タクティックス
tadpole	オタマジャクシ
taffeta	タフタ
taffy	タフィー
tag	タグ
tagliatelle	タリアテッレ
tagline	タグライン
tai	タイ
tail	テイル
tailbone	ビテイコツ
taipan	タイパン
take	テイク
take-off	テイクオフ
take-out	テイクアウト
take-over	テイクオーバー
talc	タルク
talcum	タルカン
tale	コント
taleggio	タレッジョ
talent	タラント
talent-money	タレントマネー
talisman	タリスマン
tallow	タロウ
tally	タリー
tam-tam	タムタム
tamarin	タマリン
tamarind	タマリンド
tambour	タンブール
tambourin	タンブラン
tambourine	タンバリン
tamoxifen	タモキシフェン
tampala	ヒユ
tampon	タンポン
tandem	タンデム
tandoor	タンドール
tangent	タンゲント
tangible	タンジブル
tango	タンゴ
tangram	タングラム
tank	タンク
tankard	ジョッキ
tanker	タンカー
tanner	タンナー
tannin	タンニン
tantalum	タンタラム
tanuki	ラクーンドッグ
tap	カラン
tapestry	タピストリー
tapeworm	サナダムシ
tapioca	タピオカ
tappet	タペット
tar	タール
tarantella	タランテラ
tarantula	タランチュラ
tardigrades	クマムシ
target	ターゲット
tariff	タリフ
taro	タロウ
tarot	タロット
tarpan	ターパン
tarpon	ターポン
tarragon	エストラゴン
tarsier	メガネザル
tart	タート
tartan	タータン
tartar	タルタル
tartare	タルタル
tartelette	タルトレット
task	タスク
taskforce	タスクフォース
tassel	タッセル
taste	テイスト
tasting	テイスティング
tattered	ボロボロ
tatting	タッチング
tattoo	タトゥー
taurine	タウリン
tax	タックス
taxi	タキシー
taximeter	タクシーメーター
tea	ティ
teach-in	ティーチイン
teacher	ティーチャ
teacup	ティーカップ
teak	チーク
team	チーム
teammate	チームメート
teamwork	チームワーク
teapot	ティーポット
tearoom	ティールーム
teasel	チーゼル
teaspoon	ティースプーン
tee-up	ティーアップ
teeing	ティーアップ
teen	ティーン
teen-age	ティーンエイジ
teenager	ティーンエイジャー
teens	ティーンズ
teepee	ティピ
teikade	テイカデ
tender	タンダー
tent	カルパ
tepee	ティピ
teredo	フナクイムシ
term	ターム
terminal	ターミナル
terminator	ターミネイタ
